Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN NUMBER,Industry,Instrument
532767,,GAYAPROJ,GAYATRI PROJECTS LTD.,Active,B ,2.0,INE336H01023,Construction & Engineering,Equity
532768,,FIEMIND,FIEM INDUSTRIES LTD.,Active,B ,10.0,INE737H01014,Auto Parts & Equipment,Equity
532771,,JHS,JHS SVENDGAARD LABORATORIES LTD.,Active,T ,10.0,INE544H01014,Personal Products,Equity
532772,,DCBBANK,DCB Bank Limited,Active,A ,10.0,INE503A01015,Banks,Equity
532773,,GLOBALVECT,GLOBAL VECTRA HELICORP LTD.,Active,B ,10.0,INE792H01019,Airlines,Equity
532774,,INSPIRISYS,Inspirisys Solutions Ltd,Active,B ,10.0,INE020G01017,IT Consulting & Software,Equity
532775,,GTLINFRA,GTL INFRASTRUCTURE LTD.,Active,B ,10.0,INE221H01019,Telecom Equipment,Equity
532776,,SHIVAMAUTO,SHIVAM AUTOTECH LTD.,Active,B ,2.0,INE637H01024,Auto Parts & Equipment,Equity
532777,,NAUKRI,INFO EDGE (INDIA) LTD.,Active,A ,10.0,INE663F01024,Internet & Catalogue Retail,Equity
532779,,TORNTPOWER,TORRENT POWER LTD.,Active,A ,10.0,INE813H01021,Electric Utilities,Equity
532780,,PARSVNATH,PARSVNATH DEVELOPERS LTD.,Active,B ,5.0,INE561H01026,Realty,Equity
532782,,SUTLEJTEX,SUTLEJ TEXTILES & INDUSTRIES LTD.,Active,B ,1.0,INE645H01027,Textiles,Equity
532783,,DAAWAT,LT FOODS LTD.,Active,B ,1.0,INE818H01020,Packaged Foods,Equity
532784,,SOBHA,Sobha Limited,Active,A ,10.0,INE671H01015,Realty,Equity
532785,,RUCHIRA,RUCHIRA PAPERS LTD.,Active,B ,10.0,INE803H01014,Paper & Paper Products,Equity
532790,,TANLA,TANLA SOLUTIONS LTD.,Active,B ,1.0,INE483C01032,IT Software Products,Equity
532794,,ZEEMEDIA,Zee Media Corporation Limited,Active,T ,1.0,INE966H01019,Broadcasting & Cable TV,Equity
532795,,SITINET,Siti Networks Ltd,Active,B ,1.0,INE965H01011,Broadcasting & Cable TV,Equity
532796,,LUMAXTECH,LUMAX AUTO TECHNOLOGIES LTD.,Active,B ,2.0,INE872H01027,Auto Parts & Equipment,Equity
532797,,AUTOIND,AUTOLINE INDUSTRIES LTD.,Active,B ,10.0,INE718H01014,Auto Parts & Equipment,Equity
532798,,NETWORK18,NETWORK18 MEDIA & INVESTMENTS LTD.,Active,A ,5.0,INE870H01013,Advertising & Media,Equity
532799,,HUBTOWN,HUBTOWN LTD.,Active,B ,10.0,INE703H01016,Realty,Equity
532800,,TV18BRDCST,TV18 BROADCAST LTD.,Active,A ,2.0,INE886H01027,Broadcasting & Cable TV,Equity
532801,,CTE,CAMBRIDGE TECHNOLOGY ENTERPRISES LTD.,Active,B ,10.0,INE627H01017,IT Software Products,Equity
532804,,TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,Active,B ,10.0,INE545H01011,Iron & Steel Products,Equity
532805,,REDINGTON,REDINGTON (INDIA) LTD.,Active,A ,2.0,INE891D01026,Comm.Trading  & Distribution,Equity
532807,,CINELINE,Cineline India Limited,Active,B ,5.0,INE704H01022,Specialty Retail,Equity
532808,,PGIL,Pearl Global Industries Limited,Active,B ,10.0,INE940H01014,Other Apparels & Accessories,Equity
532809,,FSL,FIRSTSOURCE SOLUTIONS LTD.,Active,A ,10.0,INE684F01012,BPO/KPO,Equity
532810,,PFC,POWER FINANCE CORPORATION LTD.,Active,A ,10.0,INE134E01011,Finance (including NBFCs),Equity
532811,,AHLUCONT,AHLUWALIA CONTRACTS (INDIA) LTD.,Active,B ,2.0,INE758C01029,Realty,Equity
532812,,TFL,TRANSWARRANTY FINANCE LTD.,Active,B ,10.0,INE804H01012,Finance (including NBFCs),Equity
532813,,CANDC,C & C CONSTRUCTIONS LTD.,Active,Z ,10.0,INE874H01015,Construction & Engineering,Equity
532814,,INDIANB,INDIAN BANK,Active,A ,10.0,INE562A01011,Banks,Equity
532815,,SMSPHARMA,SMS PHARMACEUTICALS LTD.,Active,B ,1.0,INE812G01025,Pharmaceuticals,Equity
532817,,ORIENTALTL,ORIENTAL TRIMEX LTD.,Active,B ,10.0,INE998H01012,Construction Materials,Equity
532819,,MINDTREE,MINDTREE LTD.,Active,A ,10.0,INE018I01017,IT Consulting & Software,Equity
532822,,IDEA,Vodafone Idea Ltd,Active,A ,10.0,INE669E01016,Telecom Services,Equity
532826,,RAJTV,RAJ TELEVISION NETWORK LTD.,Active,B ,5.0,INE952H01027,Broadcasting & Cable TV,Equity
532827,,PAGEIND,PAGE INDUSTRIES LTD.,Active,A ,10.0,INE761H01022,Other Apparels & Accessories,Equity
532828,,AMDIND,AMD INDUSTRIES LTD.,Active,B ,10.0,INE005I01014,Other Industrial Goods,Equity
532830,,ASTRAL,ASTRAL POLY TECHNIK LTD.,Active,A ,1.0,INE006I01046,Plastic Products,Equity
532832,,IBREALEST,INDIABULLS REAL ESTATE LTD.,Active,A ,2.0,INE069I01010,Realty,Equity
532834,,CAMLINFINE,CAMLIN FINE SCIENCES LTD.,Active,B ,1.0,INE052I01032,Specialty Chemicals,Equity
532835,,ICRA,ICRA LTD.,Active,B ,10.0,INE725G01011,Other Financial Services,Equity
532839,,DISHTV,DISH TV INDIA LTD.,Active,A ,1.0,INE836F01026,Broadcasting & Cable TV,Equity
532842,,SRHHYPOLTD,SREE RAYALASEEMA HI-STRENGTH HYPO LTD.,Active,B ,10.0,INE917H01012,Commodity Chemicals,Equity
532843,,FORTIS,FORTIS HEALTHCARE LTD.,Active,A ,10.0,INE061F01013,Healthcare Facilities,Equity
532845,,TGBHOTELS,TGB BANQUETS AND HOTELS LTD.,Active,B ,10.0,INE797H01018,Hotels,Equity
532847,,HILTON,HILTON METAL FORGING LTD.,Active,B ,10.0,INE788H01017,Other Industrial Products,Equity
532848,,DELTACORP*,DELTA CORP LTD.,Active,A ,1.0,INE124G01033,Misc.Commercial Services,Equity
532850,,MIC,MIC ELECTRONICS LTD.,Active,T ,2.0,INE287C01029,Electronic Components,Equity
532851,,INSECTICID,INSECTICIDES (INDIA) LTD.,Active,B ,10.0,INE070I01018,Agrochemicals,Equity
532852,,MCDHOLDING,MCDOWELL HOLDINGS LTD.,Active,B ,10.0,INE836H01014,Investment Companies,Equity
532853,,ASAHISONG,ASAHI SONGWON COLORS LTD.,Active,B ,10.0,INE228I01012,Specialty Chemicals,Equity
532854,,NITINFIRE,NITIN FIRE PROTECTION INDUSTRIES LTD.,Active,Z ,2.0,INE489H01020,Industrial Machinery,Equity
532856,,TIMETECHNO,TIME TECHNOPLAST LTD.,Active,A ,1.0,INE508G01029,Plastic Products,Equity
532859,,HGS,HINDUJA GLOBAL SOLUTIONS LTD.,Active,B ,10.0,INE170I01016,BPO/KPO,Equity
532864,,NELCAST,NELCAST LTD.,Active,B ,2.0,INE189I01024,Other Industrial Products,Equity
532865,,MEGH,MEGHMANI ORGANICS LTD.,Active,A ,1.0,INE974H01013,Specialty Chemicals,Equity
532867,,V2RETAIL,V2 RETAIL LTD.,Active,B ,10.0,INE945H01013,Department Stores,Equity
532868,,DLF,DLF LTD.,Active,A ,2.0,INE271C01023,Realty,Equity
532869,,TARMAT,TARMAT LTD.,Active,B ,10.0,INE924H01018,Construction & Engineering,Equity
532870,,ANKITMETAL,ANKIT METAL & POWER LTD.,Active,T ,10.0,INE106I01010,Iron & Steel/Interm.Products,Equity
532872,,SPARC,SUN PHARMA ADVANCED RESEARCH COMPANY LTD.,Active,A ,1.0,INE232I01014,Pharmaceuticals,Equity
532873,,HDIL,HOUSING DEVELOPMENT & INFRASTRUCTURE LTD.,Active,Z ,10.0,INE191I01012,Realty,Equity
532875,,ADSL,ALLIED DIGITAL SERVICES LTD.,Active,B ,5.0,INE102I01027,IT Consulting & Software,Equity
532878,,ALPA,ALPA LABORATORIES LTD.,Active,B ,10.0,INE385I01010,Biotechnology,Equity
532880,,OMAXE,OMAXE LTD.,Active,A ,10.0,INE800H01010,Realty,Equity
532884,,REFEX,Refex Industries Limited,Active,B ,10.0,INE056I01017,Industrial Gases,Equity
532885,,CENTRALBK,CENTRAL BANK OF INDIA,Active,A ,10.0,INE483A01010,Banks,Equity
532886,,SELMCL,SEL MANUFACTURING COMPANY LTD.,Active,Z ,10.0,INE105I01012,Textiles,Equity
532887,,NTL,Neueon Towers Ltd,Active,T ,10.0,INE333I01036,Heavy Electrical Equipment,Equity
532888,,ASIANTILES,ASIAN GRANITO INDIA LTD.,Active,B ,10.0,INE022I01019,Furniture-Furnishing-Paints,Equity
532889,,KPRMILL,K.P.R. Mill Limited,Active,A ,5.0,INE930H01023,Textiles,Equity
532890,,TAKE,TAKE SOLUTIONS LTD.,Active,A ,1.0,INE142I01023,Pharmaceuticals,Equity
532891,,PURVA,Puravankara Ltd,Active,B ,5.0,INE323I01011,Realty,Equity
532892,,MOTILALOFS*,MOTILAL OSWAL FINANCIAL SERVICES LTD.,Active,A ,1.0,INE338I01027,Finance (including NBFCs),Equity
532894,,INDOWIND,INDOWIND ENERGY LTD.,Active,B ,10.0,INE227G01018,Electric Utilities,Equity
532895,,NAGREEKCAP,NAGREEKA CAPITAL & INFRASTRUCTURE LTD.,Active,B ,5.0,INE245I01016,Investment Companies,Equity
532896,,MAGNUM,MAGNUM VENTURES LTD.,Active,B ,10.0,INE387I01016,Paper & Paper Products,Equity
532898,,POWERGRID,POWER GRID CORPORATION OF INDIA LTD.,Active,A ,10.0,INE752E01010,Electric Utilities,Equity
532899,,KSCL,KAVERI SEED COMPANY LTD.,Active,B ,2.0,INE455I01029,Other Agricultural Products,Equity
532900,,PAISALO,Paisalo Digital Ltd,Active,B ,10.0,INE420C01042,Finance (including NBFCs),Equity
532904,,SUPREMEINF,SUPREME INFRASTRUCTURE INDIA LTD.,Active,Z ,10.0,INE550H01011,Construction & Engineering,Equity
532906,,MAANALU,MAAN ALUMINIUM LTD.,Active,B ,10.0,INE215I01019,Construction & Engineering,Equity
532907,,IL&FSENGG,IL&FS ENGINEERING AND CONSTRUCTION COMPANY LTD.,Active,Z ,10.0,INE369I01014,Construction & Engineering,Equity
532914,,ARCOTECH,ARCOTECH LTD.,Active,T ,2.0,INE574I01035,Copper,Equity
532915,,RELIGARE,RELIGARE ENTERPRISES LTD.,Active,B ,10.0,INE621H01010,Other Financial Services,Equity
532916,,BVCL,BARAK VALLEY CEMENTS LTD.,Active,T ,10.0,INE139I01011,Cement & Cement Products,Equity
532921,,ADANIPORTS,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.,Active,A ,2.0,INE742F01042,Marine Port & Services,Equity
532922,,EDELWEISS,Edelweiss Financial Services Ltd.,Active,A ,1.0,INE532F01054,Other Financial Services,Equity
532923,,RGL,Renaissance Global Ltd,Active,B ,10.0,INE722H01016,Other Apparels & Accessories,Equity
532924,,KOLTEPATIL,KOLTE-PATIL DEVELOPERS LTD.,Active,B ,10.0,INE094I01018,Realty,Equity
532925,,KAUSHALYA,KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,Active,T ,10.0,INE234I01010,Construction & Engineering,Equity
532926,,JYOTHYLAB,Jyothy Labs Ltd,Active,A ,1.0,INE668F01031,Household Products,Equity
532927,,ECLERX,ECLERX SERVICES LTD.,Active,A ,10.0,INE738I01010,BPO/KPO,Equity
532928,,TRIL,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,Active,B ,1.0,INE763I01026,Heavy Electrical Equipment,Equity
532929,,BRIGADE,BRIGADE ENTERPRISES LTD.,Active,A ,10.0,INE791I01019,Realty,Equity
532930,,BGRENERGY,BGR ENERGY SYSTEMS LTD.,Active,B ,10.0,INE661I01014,Heavy Electrical Equipment,Equity
532931,,BURNPUR,BURNPUR CEMENT LTD.,Active,B ,10.0,INE817H01014,Cement & Cement Products,Equity
532932,,MANAKSIA,MANAKSIA LTD.,Active,B ,2.0,INE015D01022,Containers & Packaging,Equity
532934,,PPAP,PPAP Automotive Limited,Active,B ,10.0,INE095I01015,Auto Parts & Equipment,Equity
532935,,ARIES,ARIES AGRO LTD.,Active,B ,10.0,INE298I01015,Fertilizers,Equity
532937,,KUANTUM,KUANTUM PAPERS LTD.,Active,B ,1.0,INE529I01021,Paper & Paper Products,Equity
532939,,RPOWER,RELIANCE POWER LTD.,Active,A ,10.0,INE614G01033,Electric Utilities,Equity
532940,,JKIL,J.KUMAR INFRAPROJECTS LTD.,Active,B ,5.0,INE576I01022,Construction & Engineering,Equity
532941,,CORDSCABLE,CORDS CABLE INDUSTRIES LTD.,Active,B ,10.0,INE792I01017,Other Elect.Equip./ Prod.,Equity
532942,,KNRCON,KNR CONSTRUCTIONS LTD.,Active,A ,2.0,INE634I01029,Construction & Engineering,Equity
532944,,ONMOBILE*,OnMobile Global Ltd.,Active,B ,10.0,INE809I01019,Other Telecom Services,Equity
532945,,SHRIRAMEPC,SHRIRAM EPC LTD.,Active,B ,10.0,INE964H01014,Construction & Engineering,Equity
532946,,BANG,BANG OVERSEAS LTD.,Active,B ,10.0,INE863I01016,Other Apparels & Accessories,Equity
532947,,IRB,IRB INFRASTRUCTURE DEVELOPERS LTD.,Active,A ,10.0,INE821I01014,Roads & Highways,Equity
532951,,GSS,GSS INFOTECH LTD.,Active,B ,10.0,INE871H01011,IT Consulting & Software,Equity
532952,,NAHARCAP,NAHAR CAPITAL & FINANCIAL SERVICES LTD.,Active,B ,5.0,INE049I01012,Investment Companies,Equity
532953,,VGUARD,V-GUARD INDUSTRIES LTD.,Active,A ,1.0,INE951I01027,Other Elect.Equip./ Prod.,Equity
532955,,RECLTD,REC Ltd,Active,A ,10.0,INE020B01018,Finance (including NBFCs),Equity
532959,,GAMMNINFRA,GAMMON INFRASTRUCTURE PROJECTS LTD.,Active,B ,2.0,INE181G01025,Construction & Engineering,Equity
532960,,IBVENTURES,Indiabulls Ventures Limited,Active,B ,2.0,INE274G01010,Other Financial Services,Equity
532966,,TWL,TITAGARH WAGONS LTD.,Active,B ,2.0,INE615H01020,Commercial Vehicles,Equity
532967,,KIRIINDUS,KIRI INDUSTRIES LTD.,Active,B ,10.0,INE415I01015,Specialty Chemicals,Equity
532974,,BIRLAMONEY,ADITYA BIRLA MONEY LTD.-$,Active,B ,1.0,INE865C01022,Other Financial Services,Equity
532976,,JAIBALAJI,JAI BALAJI INDUSTRIES LTD.,Active,B ,10.0,INE091G01018,Iron & Steel/Interm.Products,Equity
532977,,BAJAJ-AUTO,BAJAJ AUTO LTD.,Active,A ,10.0,INE917I01010,2/3 Wheelers,Equity
532978,,BAJAJFINSV,BAJAJ FINSERV LTD.,Active,A ,5.0,INE918I01018,Holding Companies,Equity
532980,,GOKUL,GOKUL REFOILS & SOLVENT LTD.,Active,B ,2.0,INE020J01029,Edible Oils,Equity
532983,,RPGLIFE,RPG LIFE SCIENCES LTD.,Active,B ,8.0,INE105J01010,Pharmaceuticals,Equity
532986,,NIRAJ,NIRAJ CEMENT STRUCTURALS LTD.,Active,B ,10.0,INE368I01016,Construction & Engineering,Equity
532987,,RBL,RANE BRAKE LINING LTD.,Active,B ,10.0,INE244J01017,Auto Parts & Equipment,Equity
532988,,RANEENGINE,RANE ENGINE VALVE LTD.,Active,B ,10.0,INE222J01013,Auto Parts & Equipment,Equity
532989,,BAFNAPHARM,BAFNA PHARMACEUTICALS LTD.,Active,B ,10.0,INE878I01022,Pharmaceuticals,Equity
532990,,METKORE,METKORE ALLOYS & INDUSTRIES LTD.,Active,Z ,2.0,INE592I01029,Iron & Steel/Interm.Products,Equity
532993,,SEZAL,Sezal Glass Limited,Active,Z ,10.0,INE955I01036,Construction Materials,Equity
532994,,ARCHIDPLY,ARCHIDPLY INDUSTRIES LTD.,Active,B ,10.0,INE877I01016,Forest Products,Equity
532997,,KSK,KSK ENERGY VENTURES LTD.,Active,B ,10.0,INE143H01015,Electric Utilities,Equity
532998,,LEHIL,Lotus Eye Hospital And Institute Ltd,Active,B ,10.0,INE947I01017,Healthcare Facilities,Equity
533001,,SOMICONV,SOMI CONVEYOR BELTINGS LTD.,Active,B ,10.0,INE323J01019,Industrial Machinery,Equity
533007,,LGBFORGE,LGB FORGE LTD.,Active,B ,1.0,INE201J01017,Other Industrial Products,Equity
533008,,OISL,OCL IRON AND STEEL LTD.,Active,B ,1.0,INE196J01019,Iron & Steel/Interm.Products,Equity
533012,,LPDC,LANDMARK PROPERTY DEVELOPMENT COMPANY LTD.,Active,T ,1.0,INE197J01017,Realty,Equity
533014,,SICAGEN,SICAGEN INDIA LTD.,Active,B ,10.0,INE176J01011,Comm.Trading  & Distribution,Equity
533022,,20MICRONS,20 MICRONS LTD.,Active,B ,5.0,INE144J01027,Mining,Equity
533023,,WABCOINDIA,WABCO INDIA LTD.,Active,A ,5.0,INE342J01019,Auto Parts & Equipment,Equity
533029,,ALKALI,ALKALI METALS LTD.,Active,B ,10.0,INE773I01017,Specialty Chemicals,Equity
533047,,IMFA,INDIAN METALS & FERRO ALLOYS LTD.,Active,B ,10.0,INE919H01018,Iron & Steel/Interm.Products,Equity
533048,,GISOLUTION,GI ENGINEERING SOLUTIONS LTD.,Active,T ,10.0,INE065J01016,Construction & Engineering,Equity
533080,,MOLDTKPAC,Mold-Tek Packaging Limited,Active,B ,5.0,INE893J01029,Containers & Packaging,Equity
533088,,MHRIL,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,Active,A ,10.0,INE998I01010,Hotels,Equity
533090,,EXCEL,Excel Realty N Infra Ltd,Active,B ,10.0,INE688J01015,BPO/KPO,Equity
533096,,ADANIPOWER,ADANI POWER LTD.,Active,A ,10.0,INE814H01011,Electric Utilities,Equity
533098,,NHPC,NHPC LTD.,Active,A ,10.0,INE848E01016,Electric Utilities,Equity
533104,,GLOBUSSPR,GLOBUS SPIRITS LTD.,Active,B ,10.0,INE615I01010,Breweries & Distilleries,Equity
533106,,OIL,OIL INDIA LTD.,Active,A ,10.0,INE274J01014,Exploration & Production,Equity
533107,,RNAVAL,Reliance Naval and Engineering Ltd,Active,B ,10.0,INE542F01012,Defence,Equity
533109,,EUROMULTI,EURO MULTIVISION LTD.,Active,T ,10.0,INE063J01011,Storage Media & Peripherals,Equity
533121,,EXPLEOSOL,Expleo Solutions Ltd,Active,B ,10.0,INE201K01015,IT Consulting & Software,Equity
533122,,RTNPOWER,RattanIndia Power Limited,Active,B ,10.0,INE399K01017,Electric Utilities,Equity
533137,,DEN,Den Networks Ltd,Active,B ,10.0,INE947J01015,Broadcasting & Cable TV,Equity
533138,,ASTEC,ASTEC LIFESCIENCES LIMITED,Active,B ,10.0,INE563J01010,Agrochemicals,Equity
533144,,COX&KINGS,Cox & Kings Limited,Active,Z ,5.0,INE008I01026,Travel Support Services,Equity
533146,,DLINKINDIA,D-Link (India) Ltd,Active,B ,2.0,INE250K01012,IT Networking Equipment,Equity
533148,,JSWENERGY,JSW Energy Ltd,Active,A ,10.0,INE121E01018,Electric Utilities,Equity
533150,,GODREJPROP,Godrej Properties Ltd,Active,A ,5.0,INE484J01027,Realty,Equity
533151,,DBCORP,D B Corp Ltd,Active,A ,10.0,INE950I01011,Publishing,Equity
533152,,MBLINFRA,MBL Infrastructures Ltd,Active,B ,10.0,INE912H01013,Construction & Engineering,Equity
533155,,JUBLFOOD,Jubilant FoodWorks Ltd,Active,A ,10.0,INE797F01012,Restaurants,Equity
533156,,VASCONEQ,Vascon Engineers Ltd,Active,B ,10.0,INE893I01013,Realty,Equity
533157,,SYNCOM,Syncom Healthcare Ltd,Active,Z ,10.0,INE602K01014,Pharmaceuticals,Equity
533158,,THANGAMAYL,Thangamayil Jewellery Ltd,Active,B ,10.0,INE085J01014,Other Apparels & Accessories,Equity
533160,,DBREALTY,D B Realty Ltd,Active,B ,10.0,INE879I01012,Realty,Equity
533161,,EMMBI,Emmbi Industries Ltd,Active,B ,10.0,INE753K01015,Containers & Packaging,Equity
533162,,HATHWAY,Hathway Cable & Datacom Ltd,Active,T ,2.0,INE982F01036,Broadcasting & Cable TV,Equity
533163,,ARSSINFRA,ARSS INFRASTRUCTURE PROJECTS LTD.,Active,B ,10.0,INE267I01010,Construction & Engineering,Equity
533164,,TEXMOPIPES,TEXMO PIPES & PRODUCTS LTD.,Active,B ,10.0,INE141K01013,Plastic Products,Equity
533166,,SUNDARAM,SUNDARAM MULTI PAP LTD.,Active,B ,1.0,INE108E01023,Comm.Printing/Stationery,Equity
533168,,ROSSELLIND,ROSSELL INDIA LTD.,Active,B ,2.0,INE847C01020,Tea & Coffee,Equity
533169,,MANINFRA,MAN INFRACONSTRUCTION LTD.,Active,B ,2.0,INE949H01023,Construction & Engineering,Equity
533176,,DQE,DQ ENTERTAINMENT (INTERNATIONAL) LTD.,Active,B ,10.0,INE656K01010,Movies & Entertainment,Equity
533177,,IL&FSTRANS,IL&FS Transportation Networks Ltd,Active,Z ,10.0,INE975G01012,Roads & Highways,Equity
533178,,PRADIP,Pradip Overseas Ltd,Active,B ,10.0,INE495J01015,Textiles,Equity
533179,,PERSISTENT,PERSISTENT SYSTEMS LTD.,Active,A ,10.0,INE262H01013,IT Consulting & Software,Equity
533181,,ISFT,INTRASOFT TECHNOLOGIES LTD.,Active,B ,10.0,INE566K01011,Internet & Catalogue Retail,Equity
533189,,GOENKA,GOENKA DIAMOND & JEWELS LTD.,Active,Z ,1.0,INE516K01024,Other Apparels & Accessories,Equity
533192,,KCPSUGIND,KCP SUGAR & INDUSTRIES CORPORATION LTD.,Active,B ,1.0,INE790B01024,Sugar,Equity
533193,,KECL,Kirloskar Electric Company Ltd,Active,B ,10.0,INE134B01017,Other Elect.Equip./ Prod.,Equity
533206,,SJVN,SJVN Ltd,Active,A ,10.0,INE002L01015,Electric Utilities,Equity
533207,,JPINFRATEC,Jaypee Infratech Ltd,Active,B ,10.0,INE099J01015,Roads & Highways,Equity
533208,,EMAMIPAP,EMAMI PAPER MILLS LTD.,Active,B ,2.0,INE830C01026,Paper & Paper Products,Equity
533211,,PARABDRUGS,Parabolic Drugs Ltd,Active,Z ,10.0,INE618H01016,Pharmaceuticals,Equity
533216,,TECHNOFAB,TECHNOFAB ENGINEERING LIMITED,Active,T ,10.0,INE509K01011,Construction & Engineering,Equity
533217,,HMVL,HINDUSTAN MEDIA VENTURES LTD.,Active,B ,10.0,INE871K01015,Publishing,Equity
533218,,EMAMIREAL,Emami Realty Ltd,Active,T ,2.0,INE778K01012,Realty,Equity
533221,,AHLWEST,ASIAN HOTELS (WEST) LTD.,Active,B ,10.0,INE915K01010,Hotels,Equity
533227,,AHLEAST,ASIAN HOTELS (EAST) LTD.,Active,B ,10.0,INE926K01017,Hotels,Equity
533229,,BAJAJCON,Bajaj Consumer Care Ltd,Active,A ,1.0,INE933K01021,Personal Products,Equity
533239,,PRAKASHSTL,PRAKASH STEELAGE LTD.,Active,B ,1.0,INE696K01024,Construction & Engineering,Equity
533248,,GPPL,GUJARAT PIPAVAV PORT LTD.,Active,A ,10.0,INE517F01014,Marine Port & Services,Equity
533252,,WELINV,WELSPUN INVESTMENTS AND COMMERCIALS LTD.,Active,B ,10.0,INE389K01018,Other Financial Services,Equity
533257,,INDOSOLAR,INDOSOLAR LTD.,Active,Z ,10.0,INE866K01015,Other Elect.Equip./ Prod.,Equity
533259,,SASTASUNDR,Sastasundar Ventures Ltd,Active,B ,10.0,INE019J01013,Healthcare Services,Equity
533260,,CAREERP,CAREER POINT LTD.,Active,B ,10.0,INE521J01018,Education,Equity
533261,,EROSMEDIA,EROS INTERNATIONAL MEDIA LTD.,Active,T ,10.0,INE416L01017,Movies & Entertainment,Equity
533262,,RAMKY,RAMKY INFRASTRUCTURE LTD.,Active,B ,10.0,INE874I01013,Construction & Engineering,Equity
533263,,GREENPOWER,ORIENT GREEN POWER COMPANY LTD.,Active,B ,10.0,INE999K01014,Electric Utilities,Equity
533265,,GALLISPAT,GALLANTT ISPAT LTD.,Active,B ,1.0,INE528K01029,Iron & Steel/Interm.Products,Equity
533267,,CANTABIL,CANTABIL RETAIL INDIA LTD.,Active,B ,10.0,INE068L01016,Other Apparels & Accessories,Equity
533269,,WABAG,VA TECH WABAG LTD.,Active,A ,2.0,INE956G01038,Utilities:Non-Elec.,Equity
533270,,BEDMUTHA,BEDMUTHA INDUSTRIES LTD.,Active,T ,10.0,INE844K01012,Iron & Steel Products,Equity
533271,,ASHOKA,ASHOKA BUILDCON LTD.,Active,A ,5.0,INE442H01029,Roads & Highways,Equity
533272,,CEBBCO,COMMERCIAL ENGINEERS & BODY BUILDERS CO. LTD.,Active,B ,10.0,INE209L01016,Commercial Vehicles,Equity
533273,,OBEROIRLTY,OBEROI REALTY LTD.,Active,A ,10.0,INE093I01010,Realty,Equity
533274,,PRESTIGE,PRESTIGE ESTATES PROJECTS LTD.,Active,A ,10.0,INE811K01011,Realty,Equity
533275,,GAL,GYSCOAL ALLOYS LTD.,Active,T ,1.0,INE482J01021,Iron & Steel/Interm.Products,Equity
533278,,COALINDIA,COAL INDIA LTD.,Active,A ,10.0,INE522F01014,Coal,Equity
533282,,GRAVITA,GRAVITA INDIA LTD.,Active,B ,2.0,INE024L01027,Other Non-Ferrous Metals,Equity
533284,,RPPINFRA,RPP INFRA PROJECTS LTD.,Active,B ,10.0,INE324L01013,Construction & Engineering,Equity
533286,,MOIL,MOIL LTD.,Active,A ,10.0,INE490G01020,Mining,Equity
533287,,ZEELEARN,ZEE LEARN LTD.,Active,B ,1.0,INE565L01011,Education,Equity
533292,,A2ZINFRA,A2Z Infra Engineering Limited,Active,B ,10.0,INE619I01012,Utilities:Non-Elec.,Equity
533293,,KIRLOSENG,KIRLOSKAR OIL ENGINES LTD.,Active,B ,2.0,INE146L01010,Auto Parts & Equipment,Equity
533294,,RKDL,RAVI KUMAR DISTILLERIES LTD.,Active,B ,10.0,INE722J01012,Breweries & Distilleries,Equity
533295,,PSB,PUNJAB & SIND BANK,Active,B ,10.0,INE608A01012,Banks,Equity
533296,,FMNL,FUTURE MARKET NETWORKS LTD.,Active,B ,10.0,INE360L01017,Department Stores,Equity
533298,,SURANASOL,Surana Solar Limited,Active,B ,5.0,INE272L01022,Electronic Components,Equity
533301,,SPYL,SHEKHAWATI POLY-YARN LTD.,Active,T ,1.0,INE268L01020,Textiles,Equity
533302,,KICL,KALYANI INVESTMENT COMPANY LTD.,Active,B ,10.0,INE029L01018,Investment Companies,Equity
533303,,BFINVEST,BF INVESTMENT LTD.,Active,B ,5.0,INE878K01010,Holding Companies,Equity
533306,,SUMMITSEC,SUMMIT SECURITIES LTD.,Active,B ,10.0,INE519C01017,Investment Companies,Equity
533316,,STEL,STEL Holdings Ltd,Active,B ,10.0,INE577L01016,Holding Companies,Equity
533317,,OMKARCHEM,OMKAR SPECIALITY CHEMICALS LTD.,Active,B ,10.0,INE474L01016,Specialty Chemicals,Equity
533320,,JUBLINDS,JUBILANT INDUSTRIES LTD.,Active,B ,10.0,INE645L01011,Agrochemicals,Equity
533321,,BILENERGY,BIL ENERGY SYSTEMS LTD.,Active,B ,1.0,INE607L01029,Other Elect.Equip./ Prod.,Equity
533326,,TEXRAIL,TEXMACO RAIL & ENGINEERING LTD.,Active,B ,1.0,INE621L01012,Construction & Engineering,Equity
533329,,INDTERRAIN,INDIAN TERRAIN FASHIONS LTD.,Active,B ,2.0,INE611L01021,Other Apparels & Accessories,Equity
533333,,FCL*,FINEOTEX CHEMICAL LTD.,Active,B ,2.0,INE045J01026,Specialty Chemicals,Equity
533336,,DHUNINV,DHUNSERI INVESTMENTS LTD.,Active,B ,10.0,INE320L01011,Investment Companies,Equity
533339,,ZENTEC,ZEN TECHNOLOGIES LTD.,Active,B ,1.0,INE251B01027,Defence,Equity
